fid,id,Trial,Row,Column,Combocode,MasonPlot#,Date,DAS,ExG_Mean,ExG_Var,ExR_Mean,ExR_Var,NDVI_Mean,NDVI_Var,gNDVI_Mean,gNDVI_Var,NDRE_mean,NDRE_Var,THRESH_mean,THRESH_Var,6-12HA_mean,612PLTCOUNT
126,1007,2502,2,1,25020201,201,7/1/2025,32,23.02398735,597.0018233,45.61677479,776.9872917,0.255352444,0.036707625,0.10559457,0.017112425,-0.04207104,0.001296921,0.323093278,0.218704012,0.460695865,20
127,1008,2502,2,2,25020202,202,7/1/2025,32,18.71657258,405.4893054,52.37704327,721.5367544,0.216883169,0.029980798,0.080689469,0.015080805,-0.052305886,0.001409096,0.240666503,0.182746137,0.688792899,42
128,1009,2502,2,3,25020203,203,7/1/2025,32,20.71106569,454.3713275,48.43240665,686.8564644,0.216364371,0.032026509,0.075740633,0.014567768,-0.052378134,0.001265177,0.251785228,0.188389427,0.659588816,34
129,1010,2502,2,4,25020204,204,7/1/2025,32,25.10097596,654.8568776,34.76363884,637.5893597,0.279839343,0.040152931,0.128659894,0.017756161,-0.025562233,0.00105218,0.36710103,0.232337864,0.318606813,11
130,1011,2502,2,5,25020205,205,7/1/2025,32,22.24654434,734.1565882,38.10831264,610.756286,0.258240718,0.036500413,0.109739097,0.014797778,-0.027081692,0.000849478,0.323918318,0.218995241,0.243001385,10
131,1013,2502,3,1,25020301,301,7/1/2025,32,21.8548963,577.37133,53.12893623,834.4438931,0.217406619,0.03173987,0.073849372,0.014210291,-0.035677429,0.001235216,0.260200049,0.192495984,0.635624578,32
132,1014,2502,3,2,25020302,302,7/1/2025,32,25.26218332,622.6263429,48.81754069,1047.039903,0.253446941,0.039398019,0.105662174,0.019560593,-0.030968131,0.001880779,0.341132837,0.224761225,0.553639777,25
133,1015,2502,3,3,25020303,303,7/1/2025,32,21.46515114,473.646883,49.87910158,779.2388007,0.225427152,0.035488648,0.079323589,0.016450863,-0.042242481,0.001199481,0.294245918,0.207665258,0.358692086,11
134,1016,2502,3,4,25020304,304,7/1/2025,32,14.78031563,393.6155617,46.59639673,557.471862,0.206298662,0.032763273,0.071268495,0.014629996,-0.043045995,0.000935548,0.250238491,0.187619189,0.598104438,21
135,1017,2502,3,5,25020305,305,7/1/2025,32,22.76648584,726.2594585,37.53182127,654.0130564,0.252439578,0.038557618,0.098283916,0.015434977,-0.035808999,0.001011727,0.345664204,0.226180462,0.198731385,10
136,1019,2502,4,1,25020401,401,7/1/2025,32,26.08686643,779.9929995,34.92997245,759.0665986,0.284047232,0.041259248,0.121262783,0.018328649,-0.033844478,0.001440629,0.3947433,0.238921027,0.264790581,9
137,1020,2502,4,2,25020402,402,7/1/2025,32,22.81178106,730.8336518,42.84687893,746.17922,0.225127864,0.035413861,0.069921345,0.015216572,-0.053561171,0.001389552,0.30003271,0.210013083,0.529382815,19
138,1021,2502,4,3,25020403,403,7/1/2025,32,26.26509244,672.655908,32.9623657,733.9959007,0.276466825,0.041492926,0.114952279,0.019064186,-0.043215661,0.001236848,0.386268201,0.237065078,0.356239291,11
139,1022,2502,4,4,25020404,404,7/1/2025,32,25.42132533,790.1216941,32.33086445,638.1775878,0.269113196,0.041300327,0.113095728,0.017307007,-0.043361156,0.00135246,0.365475866,0.231903257,0.274419029,9
140,1023,2502,4,5,25020405,405,7/1/2025,32,21.37901423,734.032211,36.51990076,603.099627,0.243766965,0.038538087,0.095101665,0.015841194,-0.044703502,0.001453716,0.326999618,0.220070868,0.283217293,8
141,1025,2502,5,1,25020501,501,7/1/2025,32,22.28680839,690.0959094,38.13339329,776.3212833,0.268852042,0.042515889,0.130258006,0.020318559,-0.036740169,0.001507325,0.380076315,0.23561831,0.417081306,15
142,1026,2502,5,2,25020502,502,7/1/2025,32,19.82729008,575.5992607,44.46044165,759.563881,0.223655945,0.037005344,0.100712708,0.017847515,-0.051632132,0.001445829,0.291112323,0.206365938,0.615561266,28
143,1027,2502,5,3,25020503,503,7/1/2025,32,20.62119064,601.3232483,42.86890365,688.3833308,0.215611651,0.038261181,0.088673503,0.017380299,-0.054993602,0.001152558,0.282996238,0.202909367,0.411409824,17
144,1028,2502,5,4,25020504,504,7/1/2025,32,23.53054995,757.297903,36.10773422,659.7329238,0.244931853,0.041233707,0.096355577,0.017537386,-0.048963004,0.001094738,0.341499973,0.224877741,0.151058944,5
145,1029,2502,5,5,25020505,505,7/1/2025,32,23.74497614,818.7908865,32.23106203,605.7142806,0.265125426,0.041660796,0.111226766,0.017670635,-0.039310029,0.001024229,0.36997955,0.233094683,0.209419313,6
146,1031,2502,6,1,25020601,601,7/1/2025,32,22.5795501,749.6128333,40.55430676,807.936178,0.255278455,0.040845756,0.109018901,0.020524826,-0.024778267,0.001267508,0.342167689,0.225088962,0.485627313,20
147,1032,2502,6,2,25020602,602,7/1/2025,32,25.1660943,771.9286405,39.69360588,831.4554839,0.264097238,0.040416555,0.117378851,0.020532692,-0.031489852,0.00145656,0.364486236,0.23163602,0.464112565,19
148,1033,2502,6,3,25020603,603,7/1/2025,32,22.58497819,719.0632258,42.53468919,691.7540504,0.223850098,0.036267175,0.079130973,0.015947829,-0.045109415,0.00111029,0.291003272,0.206320367,0.38335065,13
149,1034,2502,6,4,25020604,604,7/1/2025,32,26.20347902,821.2395898,31.46758459,622.4944413,0.278289211,0.043881898,0.119433715,0.019698677,-0.036345591,0.001080442,0.391471494,0.238221563,0.219909601,8
150,1035,2502,6,5,25020605,605,7/1/2025,32,23.51447182,702.9893523,28.46700644,608.6474158,0.292544345,0.044806285,0.137313803,0.021552922,-0.027466021,0.001076668,0.406301101,0.241220516,0.227112836,8
151,1037,2502,7,1,25020701,701,7/1/2025,32,27.54253463,840.0980654,34.09460137,765.7224476,0.288763631,0.04091135,0.118573309,0.01989367,-0.013271804,0.001706354,0.40732359,0.241411083,0.185304679,10
152,1038,2502,7,2,25020702,702,7/1/2025,32,27.10588588,734.6185965,34.32327362,829.2711986,0.291557434,0.040937746,0.126169708,0.021618877,-0.010198286,0.002105428,0.404323764,0.240846058,0.403532113,14
153,1039,2502,7,3,25020703,703,7/1/2025,32,31.07207527,832.0260296,31.32280338,764.3992413,0.297444079,0.041998752,0.12311966,0.019897078,-0.020674299,0.001755522,0.420016362,0.243602618,0.255773262,8
154,1040,2502,7,4,25020704,704,7/1/2025,32,21.89532537,643.9872432,37.25364643,592.6824531,0.243215162,0.03879468,0.090502656,0.017811039,-0.035774163,0.001663508,0.326242295,0.21980826,0.292408639,10
155,1041,2502,7,5,25020705,705,7/1/2025,32,32.49720564,1014.479375,26.14844197,654.9740982,0.31500132,0.04382567,0.138585466,0.018284722,-0.028266563,0.001935119,0.457212181,0.248169203,0.171454088,5
156,1043,2502,8,1,25020801,801,7/1/2025,32,20.00278081,675.4971569,43.11875135,710.4643217,0.232477753,0.037014201,0.082894667,0.016755123,-0.033576053,0.001357151,0.299427481,0.209770665,0.566882348,28
157,1044,2502,8,2,25020802,802,7/1/2025,32,25.83609195,865.8751602,39.46914078,831.2459707,0.258477691,0.039620163,0.100465214,0.017681093,-0.034017745,0.001698144,0.353502577,0.228538505,0.5694209,23
158,1045,2502,8,3,25020803,803,7/1/2025,32,26.23500709,771.6131557,35.43731326,745.8989822,0.263913074,0.042081401,0.10562923,0.018956687,-0.035281313,0.001487729,0.371878748,0.233584945,0.181856294,5
159,1046,2502,8,4,25020804,804,7/1/2025,32,26.7169657,871.7623413,31.52482412,647.9787353,0.265732734,0.044254036,0.109108213,0.018741876,-0.03426654,0.001385997,0.37487048,0.234342603,0.175752274,4
160,1047,2502,8,5,25020805,805,7/1/2025,32,21.26767167,749.2868831,35.91614644,626.9620294,0.233529528,0.04175741,0.086044804,0.017845581,-0.038149576,0.001264082,0.325709457,0.219622807,0.468356968,20
161,1049,2502,9,1,25020901,901,7/1/2025,32,19.48502031,657.1195518,40.42832373,651.1542404,0.235131285,0.036411248,0.087173914,0.016266497,-0.029098743,0.00131953,0.301638361,0.21065266,0.332646812,10
162,1050,2502,9,2,25020902,902,7/1/2025,32,22.95605474,760.9620839,34.31862493,721.4486426,0.269977803,0.04315111,0.120851378,0.020234817,-0.024048314,0.001704085,0.365165476,0.231819651,0.196322149,6
163,1051,2502,9,3,25020903,903,7/1/2025,32,22.60547258,586.2356596,32.66204623,617.1231433,0.268317247,0.038549866,0.117500776,0.017744406,-0.030513843,0.001363861,0.35923362,0.230184826,0.303379388,8
164,1052,2502,9,4,25020904,904,7/1/2025,32,19.62558273,558.0120431,37.29908126,564.6835181,0.233735183,0.036719607,0.085247914,0.016845452,-0.042729313,0.001108305,0.305471498,0.212158662,0.37580651,12
165,1053,2502,9,5,25020905,905,7/1/2025,32,19.37893159,646.5871004,36.33056962,582.0763878,0.234093458,0.038357174,0.087465189,0.017279992,-0.041252494,0.000945896,0.306677569,0.212626438,0.403295481,14
166,1055,2502,10,1,25021001,1001,7/1/2025,32,22.1370539,677.5388105,37.45918917,689.1661515,0.261649168,0.039266521,0.103651831,0.018401271,-0.032136732,0.001003384,0.340549088,0.224575407,0.342865475,12
167,1056,2502,10,2,25021002,1002,7/1/2025,32,25.49360495,864.4572732,33.52557745,722.1321103,0.276013648,0.042325382,0.115208488,0.019194437,-0.035498258,0.001050349,0.374130737,0.234156929,0.363371245,13
168,1057,2502,10,3,25021003,1003,7/1/2025,32,26.07895526,649.2725905,31.57757844,647.0144643,0.2938488,0.039958697,0.126966274,0.018789688,-0.032304937,0.001067336,0.406908585,0.241333989,0.165983121,5
169,1058,2502,10,4,25021004,1004,7/1/2025,32,19.58881104,447.5478189,36.39187001,611.9314991,0.25234503,0.032829167,0.094859036,0.01658023,-0.032628141,0.00106929,0.312685733,0.214913365,0.376036598,15
170,1059,2502,10,5,25021005,1005,7/1/2025,32,19.86146631,527.2907574,38.00173405,683.9812669,0.255970419,0.032658692,0.091536062,0.016306458,-0.029776503,0.001132995,0.320173406,0.217662396,0.620919678,25
171,1061,2502,11,1,25021101,1101,7/1/2025,32,13.8193566,448.5963756,48.70202289,597.0357837,0.207090323,0.030146674,0.059593245,0.013732857,-0.046701698,0.000884051,0.239203926,0.181985408,0.408166241,15
172,1062,2502,11,2,25021102,1102,7/1/2025,32,19.85827222,641.8557413,41.38222065,701.4244675,0.244625673,0.03687213,0.087690894,0.016751836,-0.04327912,0.001132581,0.317040591,0.216525855,0.466163632,17
173,1063,2502,11,3,25021103,1103,7/1/2025,32,16.4596253,430.3746891,47.34274182,611.1879205,0.210142415,0.03052421,0.065853354,0.013490205,-0.049528737,0.000908153,0.243939022,0.184432776,0.326832291,11
174,1064,2502,11,4,25021104,1104,7/1/2025,32,15.16933769,315.596427,52.52724447,707.9334739,0.199800189,0.028043741,0.06936922,0.014419459,-0.04334439,0.00127184,0.215153993,0.168862752,0.601224758,26
175,1065,2502,11,5,25021105,1105,7/1/2025,32,20.73908776,624.9498915,53.29507893,940.9411045,0.221336243,0.032774792,0.080015452,0.014905792,-0.039490583,0.00143203,0.273126312,0.19852833,0.530367103,24
176,1067,2502,12,1,25021201,1201,7/1/2025,32,19.19902966,565.1607252,37.41321958,615.1920959,0.253075112,0.037490986,0.105900093,0.017548534,-0.031368696,0.000963151,0.331607065,0.221643819,0.318927491,10
177,1068,2502,12,2,25021202,1202,7/1/2025,32,17.46946731,549.2825992,41.07939042,593.2627865,0.237200942,0.034992233,0.095304152,0.016223664,-0.038002438,0.000942547,0.299629246,0.209851561,0.356249772,11
178,1069,2502,12,3,25021203,1203,7/1/2025,32,20.23940666,597.2634567,41.44015923,698.7374235,0.251287371,0.036861024,0.107538424,0.016339983,-0.036932686,0.001016893,0.323553471,0.218866622,0.353133088,15
179,1070,2502,12,4,25021204,1204,7/1/2025,32,23.78926994,743.0167673,43.01447031,838.0334982,0.271745117,0.036856544,0.12346252,0.015670913,-0.030741234,0.001206182,0.358077531,0.229858013,0.405726575,15
180,1071,2502,12,5,25021205,1205,7/1/2025,32,17.56462604,562.464151,47.35032162,832.2554829,0.249764537,0.034197565,0.118284594,0.016054967,-0.025150106,0.001198945,0.30892935,0.213492007,0.5041833,20
181,1073,2502,13,1,25021301,1301,7/1/2025,32,19.67850325,620.5025963,34.03855888,630.3317428,0.266363993,0.039253539,0.117196654,0.01829287,-0.026573058,0.001165255,0.345224459,0.226044532,0.361197186,12
182,1074,2502,13,2,25021302,1302,7/1/2025,32,23.97115437,814.119458,34.41252522,658.7788025,0.273415203,0.038599812,0.116996097,0.016347167,-0.035584417,0.001304638,0.369731174,0.233030033,0.168282725,5
183,1075,2502,13,3,25021303,1303,7/1/2025,32,23.23654009,682.9912096,36.58166453,682.4398099,0.2707894,0.038773608,0.113590684,0.016909538,-0.03743874,0.001110962,0.369108306,0.232867365,0.205752616,7
184,1076,2502,13,4,25021304,1304,7/1/2025,32,21.7882975,708.8136019,38.81898454,735.4420058,0.269806988,0.037792188,0.117641289,0.016643325,-0.028020327,0.001062844,0.349167416,0.227249532,0.253472349,9
185,1077,2502,13,5,25021305,1305,7/1/2025,32,14.7226735,462.6980996,46.49978194,630.1335808,0.214871883,0.029685849,0.077818458,0.013601648,-0.032666003,0.000938912,0.239982555,0.182390928,0.718837146,36
186,1079,2502,14,1,25021401,1401,7/1/2025,32,28.44656541,903.3350344,31.00593384,662.8828068,0.293738746,0.042305489,0.126653412,0.018029875,-0.026615786,0.001258767,0.414305582,0.242656467,0.143789301,4
187,1080,2502,14,2,25021402,1402,7/1/2025,32,23.54258451,772.4967689,33.85600872,659.2479335,0.257056081,0.040644922,0.10184175,0.018260017,-0.032227403,0.001594487,0.351281352,0.227882764,0.346851362,11
188,1081,2502,14,3,25021403,1403,7/1/2025,32,30.04169394,768.1874795,27.39786213,560.9356519,0.299312041,0.040309247,0.131959493,0.017031939,-0.027809567,0.001277826,0.422802138,0.24404049,0.265214618,11
189,1082,2502,14,4,25021404,1404,7/1/2025,32,25.28944282,658.5400263,30.30781357,576.1378293,0.275933741,0.042574952,0.123665661,0.019582501,-0.026947958,0.001104948,0.385496495,0.236888947,0.185107546,6
190,1083,2502,14,5,25021405,1405,7/1/2025,32,25.59619946,737.6755176,30.54985687,659.6695529,0.270229944,0.043640663,0.118372383,0.020005664,-0.025959649,0.001145056,0.365277134,0.231849749,0.207064999,6
191,1085,2502,15,1,25021501,1501,7/1/2025,32,25.49828207,852.7497789,31.45433573,674.7511105,0.269293153,0.045495259,0.111044288,0.020359256,-0.036216818,0.001560635,0.376936082,0.234855272,0.28540444,9
192,1086,2502,15,2,25021502,1502,7/1/2025,32,24.76626138,800.4161149,29.33198297,641.1458149,0.273658213,0.045869016,0.11727639,0.021017,-0.0374397,0.001679396,0.387410719,0.237323654,0.22699353,9
193,1087,2502,15,3,25021503,1503,7/1/2025,32,21.53231038,685.7406025,35.1982993,549.376321,0.22846288,0.040951601,0.076709667,0.017391854,-0.050540184,0.001272365,0.317134992,0.216560389,0.217045786,6
194,1088,2502,15,4,25021504,1504,7/1/2025,32,31.4720375,1078.447845,27.44475634,627.739271,0.285572496,0.044634181,0.115760202,0.01738568,-0.04318608,0.000941878,0.405401722,0.241051166,0.184820647,5
195,1089,2502,15,5,25021505,1505,7/1/2025,32,25.03683307,829.8126241,32.21401347,577.332409,0.261456487,0.041327442,0.10276522,0.016967614,-0.042350615,0.001022076,0.37007552,0.23311963,0.308181603,9
196,1091,2502,16,1,25021601,1601,7/1/2025,32,26.17943966,686.8622198,27.33146189,654.1074659,0.299879499,0.046511058,0.142224377,0.022444524,-0.023709171,0.001088914,0.43685272,0.246012421,0.393204768,13
197,1092,2502,16,2,25021602,1602,7/1/2025,32,26.93483771,927.9926198,28.9939934,618.8692433,0.271409542,0.045233814,0.115858378,0.019774312,-0.039382406,0.001107698,0.382906821,0.236289188,0.393533454,15
198,1093,2502,16,3,25021603,1603,7/1/2025,32,29.33041534,825.6849843,25.30622597,578.9165054,0.301981755,0.046606767,0.13619504,0.020597326,-0.03394916,0.001079328,0.441544629,0.24658297,0.227416885,7
199,1094,2502,16,4,25021604,1604,7/1/2025,32,31.33170705,840.6954435,24.8126741,540.3733037,0.320490415,0.041992255,0.145686484,0.019454608,-0.022959372,0.001850686,0.469895609,0.249093726,0.390094967,16
200,1095,2502,16,5,25021605,1605,7/1/2025,32,31.30424824,995.9633309,25.93981022,611.5531479,0.314742916,0.043475723,0.142049818,0.018376825,-0.025717031,0.001289662,0.454272782,0.247909022,0.40585469,21
201,1097,2502,17,1,25021701,1701,7/1/2025,32,23.14139624,748.0874792,33.31782929,607.764409,0.262439666,0.045912909,0.102735275,0.02232123,-0.034131991,0.001361395,0.364494137,0.231638161,0.353644533,14
202,1098,2502,17,2,25021702,1702,7/1/2025,32,25.26660122,852.7862692,30.42008235,605.0032475,0.260953426,0.045377753,0.100249055,0.020849956,-0.042189469,0.001490041,0.372576291,0.233763198,0.360161846,11
203,1099,2502,17,3,25021703,1703,7/1/2025,32,25.69449974,687.7678405,25.86443784,537.4514839,0.288306205,0.044209955,0.127320116,0.020408023,-0.03328226,0.001299291,0.397534837,0.23950089,0.353548058,17
204,1100,2502,17,4,25021704,1704,7/1/2025,32,26.33324246,807.1274861,28.31206586,584.6612669,0.279904452,0.043540461,0.115144888,0.019178955,-0.038759546,0.001112047,0.387737855,0.237397211,0.208956856,7
205,1101,2502,17,5,25021705,1705,7/1/2025,32,21.40768602,732.3687063,34.93531752,589.5811721,0.243668605,0.040837826,0.086695101,0.017788329,-0.046317227,0.001015782,0.324284546,0.219124079,0.257109005,8
206,1103,2502,18,1,25021801,1801,7/1/2025,32,24.85011448,775.4514495,32.48719473,606.0414059,0.285909731,0.041998917,0.115418333,0.01861873,-0.026981823,0.000788599,0.393807239,0.238723098,0.195764303,7
207,1104,2502,18,2,25021802,1802,7/1/2025,32,23.49882744,672.3642547,29.77075698,493.5075584,0.285129681,0.039022143,0.12131843,0.017156043,-0.027222094,0.000828664,0.380699171,0.235767312,0.33798735,15
208,1105,2502,18,3,25021803,1803,7/1/2025,32,22.12677286,637.818262,31.59308314,540.7232818,0.262947859,0.040767255,0.10446914,0.0183649,-0.032869583,0.000928622,0.346361554,0.226395228,0.339767777,11
209,1106,2502,18,4,25021804,1804,7/1/2025,32,21.38315795,595.8787884,33.44791451,551.0589961,0.268098829,0.038047543,0.112408189,0.017848268,-0.030633615,0.001074447,0.346300638,0.226376506,0.562629871,25
210,1107,2502,18,5,25021805,1805,7/1/2025,32,16.462967,520.468045,38.94778292,566.6541936,0.22969186,0.035485831,0.08788537,0.017463531,-0.034058288,0.001067306,0.267630215,0.196004283,0.540655815,28
211,1109,2502,19,1,25021901,1901,7/1/2025,32,14.20705446,489.4929187,38.93834158,477.1889488,0.217564315,0.035891939,0.081110478,0.016439555,-0.033204182,0.000768665,0.25911792,0.191975823,0.530245867,20
212,1110,2502,19,2,25021902,1902,7/1/2025,32,19.09117671,627.1918667,33.61774471,514.9866691,0.242608296,0.038988395,0.095702538,0.017317018,-0.035058057,0.00081468,0.310327909,0.214024498,0.340356505,15
213,1111,2502,19,3,25021903,1903,7/1/2025,32,18.95199935,506.5479453,37.11744214,526.0254765,0.231188588,0.03617771,0.081673518,0.01605778,-0.04204622,0.000849874,0.290620656,0.20616029,0.424251814,18
214,1112,2502,19,4,25021904,1904,7/1/2025,32,14.54894533,347.6979777,42.4447539,526.8630785,0.207005227,0.028352629,0.066793788,0.014130245,-0.039949994,0.001033454,0.217501499,0.170194597,0.761031623,34
215,1113,2502,19,5,25021905,1905,7/1/2025,32,17.36595536,465.3133282,41.49405063,603.8149038,0.235289763,0.03207511,0.086018743,0.015980645,-0.033165924,0.001078707,0.274684545,0.199232946,0.555662888,24
216,1115,2502,20,1,25022001,2001,7/1/2025,32,15.38540417,513.4527509,40.13315151,471.6778301,0.213991439,0.03250403,0.078276647,0.014321294,-0.036787676,0.000739476,0.246372859,0.185673273,0.455062426,17
217,1116,2502,20,2,25022002,2002,7/1/2025,32,20.80365421,634.0017538,31.30153804,573.6908129,0.265917385,0.040757105,0.117574776,0.018915659,-0.027550191,0.000973686,0.33842378,0.223893125,0.190353803,7
218,1117,2502,20,3,25022003,2003,7/1/2025,32,18.93754432,455.4648714,38.1475154,557.9868722,0.243325616,0.036478176,0.097972839,0.01714167,-0.035691071,0.000852541,0.299650903,0.209860239,0.470628976,18
219,1118,2502,20,4,25022004,2004,7/1/2025,32,17.8100976,344.2396036,42.40471075,639.4021234,0.243224957,0.031081663,0.10369199,0.016581868,-0.030255019,0.001072264,0.280355488,0.201756288,0.678829855,36
220,1119,2502,20,5,25022005,2005,7/1/2025,32,17.29574892,389.3293242,47.192534,665.2857692,0.236439781,0.030062756,0.097144184,0.015924781,-0.030073436,0.00117793,0.2637908,0.194205214,0.824219889,49
