fid,id,Trial,Row,Column,,MasonPlot#,,,709ExG_mean,709ExG_variance,709ExR_mean,709ExR_variance,709gNDVI_mean,709gNDVI_variance,709gNDRE_mean,709gNDRE_variance,709NDVI_mean,709NDVI_variance,709THRESH_mean,709THRESH_variance,709PltCounts_,709HA_mean
126,1007,2502,2,1,25020201,201,7/09/2025,40,23.26362331,594.3699688,46.25209947,827.6030917,0.239111409,0.051786284,0.064164041,0.029141589,-0.050118031,0.002187305,0.446703653,0.247159499,0.854697895,314
127,1008,2502,2,2,25020202,202,7/09/2025,40,18.98085046,374.5260766,48.20658968,566.1627853,0.224017091,0.038136862,0.056184975,0.021516901,-0.048423152,0.001722477,0.370121093,0.233131469,0.970452598,378
128,1009,2502,2,3,25020203,203,7/09/2025,40,20.13525917,461.4662335,50.46387364,838.8712027,0.226166384,0.048018865,0.062315049,0.027399846,-0.048845325,0.002465268,0.422417434,0.243980945,0.837683643,370
129,1010,2502,2,4,25020204,204,7/09/2025,40,21.1895377,394.2751853,49.97238584,773.1808061,0.240512674,0.039413747,0.087311919,0.022178761,-0.039347153,0.002196986,0.412157216,0.242283645,0.965531069,411
130,1011,2502,2,5,25020205,205,7/09/2025,40,20.48883445,410.7813726,52.12398411,1082.033873,0.247579313,0.048671175,0.099848193,0.029404339,-0.034916009,0.003023071,0.417955,0.243268618,0.932555596,373
131,1013,2502,3,1,25020301,301,7/09/2025,40,22.88689873,655.2930547,48.3471781,835.1781835,0.199893416,0.053569423,0.04295928,0.028067548,-0.061374894,0.001939539,0.40666892,0.241289309,0.872172502,370
132,1014,2502,3,2,25020302,302,7/09/2025,40,19.41546043,486.4643118,50.55974655,655.4071675,0.18875957,0.042800069,0.045215285,0.022639536,-0.064131054,0.001295031,0.355111236,0.229007246,0.974884263,364
133,1015,2502,3,3,25020303,303,7/09/2025,40,21.45307134,477.025344,46.60287146,1010.032787,0.238670275,0.057366943,0.086782583,0.033487507,-0.050875753,0.002474705,0.464134902,0.248713695,0.865006744,246
134,1016,2502,3,4,25020304,304,7/09/2025,40,16.88266096,287.9030132,54.53113932,761.3305826,0.199826088,0.037157786,0.059138262,0.021923389,-0.057430594,0.001736043,0.352439402,0.22822587,0.954613394,336
135,1017,2502,3,5,25020305,305,7/09/2025,40,18.65771169,377.296795,54.44785561,1022.222796,0.213885508,0.043837403,0.066957209,0.027147494,-0.055614954,0.002404407,0.400833545,0.240166014,0.899052133,515
136,1019,2502,4,1,25020401,401,7/09/2025,40,27.78018419,686.5879781,39.59754977,883.2040028,0.24828842,0.062121955,0.086634983,0.03356318,-0.04197663,0.002511476,0.497197736,0.249992147,0.919125823,342
137,1020,2502,4,2,25020402,402,7/09/2025,40,25.9835844,624.2764305,41.65514851,693.4933745,0.237848099,0.049339089,0.082621687,0.025386227,-0.045529907,0.001739209,0.445980572,0.247081901,0.968302286,362
138,1021,2502,4,3,25020403,403,7/09/2025,40,24.31901529,679.9118619,44.54717065,994.3855927,0.22895523,0.060951456,0.080606822,0.033897084,-0.049350296,0.002387881,0.427006168,0.244671901,0.837637838,198
139,1022,2502,4,4,25020404,404,7/09/2025,40,20.36843439,385.1558887,46.86567155,788.1381366,0.235161054,0.044799649,0.088156105,0.02673351,-0.042924351,0.002200867,0.42529642,0.244419375,0.968339318,361
140,1023,2502,4,5,25020405,405,7/09/2025,40,24.37449313,583.034034,47.65163324,1086.689486,0.25129947,0.055031796,0.092133748,0.032130804,-0.047384974,0.002706161,0.479161973,0.249565777,0.917447414,435
141,1025,2502,5,1,25020501,501,7/09/2025,40,25.3986144,689.4131467,40.34675566,714.8476561,0.209005579,0.058090652,0.045908923,0.030187233,-0.056254968,0.001875978,0.428607638,0.244903131,0.910792731,378
142,1026,2502,5,2,25020502,502,7/09/2025,40,32.15036344,618.63939,32.34014198,500.8595199,0.287107837,0.044018261,0.101472882,0.021844302,-0.038952728,0.001361377,0.534935482,0.248779512,0.978928565,423
143,1027,2502,5,3,25020503,503,7/09/2025,40,27.35907042,650.1539698,39.65748169,879.9474823,0.243990016,0.060570168,0.072681988,0.033276256,-0.050431852,0.002666086,0.49543662,0.249979176,0.870639058,285
144,1028,2502,5,4,25020504,504,7/09/2025,40,21.09015886,462.1420798,46.12545628,725.3413122,0.208252033,0.046303457,0.059884233,0.025260244,-0.055737443,0.001912985,0.394349932,0.238838063,0.952392235,387
145,1029,2502,5,5,25020505,505,7/09/2025,40,25.9287645,596.3812303,42.69358036,1039.353723,0.261670231,0.059299681,0.100999578,0.034129131,-0.046241398,0.002762992,0.504871044,0.249976273,0.923904128,413
146,1031,2502,6,1,25020601,601,7/09/2025,40,29.25433559,760.6189283,36.94504504,804.1769773,0.222085159,0.063134633,0.058750459,0.032225755,-0.062522452,0.001945069,0.467877252,0.248968129,0.905346044,344
147,1032,2502,6,2,25020602,602,7/09/2025,40,31.2514503,582.2685948,32.00458462,551.280116,0.267745168,0.048030031,0.09250437,0.024288437,-0.052711557,0.001391283,0.503520135,0.249987609,0.984926638,421
148,1033,2502,6,3,25020603,603,7/09/2025,40,30.72561886,812.0907856,39.7861162,935.7569473,0.221713475,0.063238817,0.049659076,0.03280588,-0.071415953,0.00216785,0.459573629,0.248365709,0.901598411,333
149,1034,2502,6,4,25020604,604,7/09/2025,40,23.86212821,563.0300844,43.16383506,697.3635456,0.215060316,0.048357843,0.058765367,0.02545017,-0.056822236,0.002044666,0.404545967,0.240888528,0.945647419,355
150,1035,2502,6,5,25020605,605,7/09/2025,40,23.1676849,543.4561015,42.91565078,1018.027021,0.258014732,0.059952553,0.101373835,0.035470324,-0.040044007,0.003400167,0.492581435,0.249944965,0.878360399,368
151,1037,2502,7,1,25020701,701,7/09/2025,40,32.66771822,988.5862905,37.11777596,894.8382764,0.211130905,0.067701831,0.048375714,0.034171916,-0.062585735,0.00264794,0.449849309,0.247484908,0.888759273,337
152,1038,2502,7,2,25020702,702,7/09/2025,40,34.72913909,774.0104441,32.20782337,640.6093358,0.261733229,0.051409435,0.09309514,0.026056735,-0.055281659,0.002118686,0.491931623,0.249934901,0.968085882,417
153,1039,2502,7,3,25020703,703,7/09/2025,40,29.08891455,794.1724862,37.05436828,938.4067041,0.236377776,0.065846951,0.079009086,0.036206365,-0.055097044,0.002914512,0.452655889,0.247758535,0.901760653,222
154,1040,2502,7,4,25020704,704,7/09/2025,40,27.31956063,529.7024719,39.77207153,646.0682165,0.251337635,0.042950535,0.088343651,0.023557967,-0.050369531,0.001670731,0.467511618,0.248944505,0.983797182,434
155,1041,2502,7,5,25020705,705,7/09/2025,40,26.92644947,627.7732066,43.8894433,1042.401779,0.257998194,0.058334595,0.089602898,0.035599009,-0.050539548,0.002650375,0.503196013,0.249989786,0.91372742,418
156,1043,2502,8,1,25020801,801,7/09/2025,40,23.57208045,638.4753266,42.28774716,794.6438552,0.17907819,0.060459515,0.033531013,0.033170272,-0.063372438,0.00244171,0.379161737,0.235398114,0.832191157,248
157,1044,2502,8,2,25020802,802,7/09/2025,40,28.79234819,752.5385085,39.04396271,718.855846,0.21321374,0.054286441,0.056001065,0.027742624,-0.063273734,0.002210592,0.408800428,0.241682638,0.963909446,332
158,1045,2502,8,3,25020803,803,7/09/2025,40,31.20747648,790.6095818,36.98081018,853.7694523,0.242402466,0.063471571,0.078551555,0.033836614,-0.059681944,0.002532401,0.483013128,0.249711446,0.843167277,239
159,1046,2502,8,4,25020804,804,7/09/2025,40,25.29638391,550.023906,41.24012618,659.76218,0.234690943,0.045984109,0.078246356,0.024381979,-0.05198816,0.001774912,0.430072096,0.245110088,0.94661539,390
160,1047,2502,8,5,25020805,805,7/09/2025,40,19.70813855,573.9266445,50.93973529,846.4497817,0.184148892,0.050518681,0.038417666,0.027809907,-0.061746616,0.002336446,0.357082512,0.229574592,0.929920169,386
161,1049,2502,9,1,25020901,901,7/09/2025,40,22.92073772,653.715666,42.30077995,717.0747124,0.186245263,0.057341283,0.038077362,0.030064584,-0.055678658,0.002028387,0.378600591,0.235262184,0.87099949,311
162,1050,2502,9,2,25020902,902,7/09/2025,40,28.56231876,638.532442,34.26489484,625.6120331,0.253932335,0.0527773,0.09179701,0.027713296,-0.042077431,0.001738748,0.464652721,0.24875057,0.962034084,325
163,1051,2502,9,3,25020903,903,7/09/2025,40,27.88086256,669.6002987,36.0740555,849.7510298,0.26074633,0.061154755,0.099056467,0.033862577,-0.042851156,0.002438261,0.489077192,0.249880692,0.898518235,222
164,1052,2502,9,4,25020904,904,7/09/2025,40,21.76042693,406.3305346,43.79253147,551.5420406,0.225156043,0.038897202,0.073406801,0.020308449,-0.050313486,0.001600113,0.417640598,0.243216929,0.953486677,452
165,1053,2502,9,5,25020905,905,7/09/2025,40,17.12055759,428.3475329,49.38731061,889.7451512,0.193775755,0.051675206,0.05102671,0.030613738,-0.055859973,0.002592054,0.374317094,0.234203807,0.91011154,372
166,1055,2502,10,1,25021001,1001,7/09/2025,40,19.21416702,588.7815652,44.57233064,727.333718,0.190534671,0.055564402,0.04473283,0.029694901,-0.053368558,0.002130374,0.350119701,0.227535896,0.865435789,180
167,1056,2502,10,2,25021002,1002,7/09/2025,40,27.41469595,637.8696939,34.28690878,593.1017447,0.274711879,0.050295775,0.108047303,0.025763261,-0.03830958,0.001653526,0.48597973,0.249803432,0.933038074,305
168,1057,2502,10,3,25021003,1003,7/09/2025,40,23.68982707,639.1996582,39.85986593,862.5077429,0.252250546,0.060608332,0.096111927,0.03397818,-0.04177783,0.00252056,0.446149946,0.247100172,0.889579498,179
169,1058,2502,10,4,25021004,1004,7/09/2025,40,20.84440126,386.0858769,42.59103865,691.2035549,0.258814628,0.045358066,0.103581926,0.025738556,-0.034680463,0.002012101,0.458572716,0.24828378,0.961251048,374
170,1059,2502,10,5,25021005,1005,7/09/2025,40,15.73809792,399.1417008,49.92387177,874.7585741,0.210781105,0.048198323,0.069043449,0.028374912,-0.040883295,0.002557309,0.371654741,0.233527495,0.906580386,343
171,1061,2502,11,1,25021101,1101,7/09/2025,40,18.31381166,546.9161424,48.84646327,774.8245581,0.191413838,0.051412742,0.03862639,0.027107123,-0.061772066,0.001898586,0.378489535,0.235235207,0.818943992,291
172,1062,2502,11,2,25021102,1102,7/09/2025,40,19.86418537,454.0446192,44.84001238,642.6605816,0.218757601,0.045077921,0.06641947,0.023825207,-0.054834676,0.00168322,0.399729722,0.239945871,0.969635111,396
173,1063,2502,11,3,25021103,1103,7/09/2025,40,16.88978063,498.5979725,50.1781814,831.7107787,0.189394549,0.049533715,0.04683392,0.026617977,-0.060390737,0.002028356,0.348737011,0.227119508,0.851062666,221
174,1064,2502,11,4,25021104,1104,7/09/2025,40,14.21093552,265.6731884,52.96088904,673.0970453,0.193836659,0.035337245,0.056101484,0.020146892,-0.054667894,0.001685577,0.338065861,0.223777335,0.954979586,293
175,1065,2502,11,5,25021105,1105,7/09/2025,40,10.45270689,278.3238717,61.45262238,829.0891136,0.153105752,0.037264202,0.024439211,0.02192695,-0.064289355,0.001881528,0.26975945,0.196989289,0.841216894,319
176,1067,2502,12,1,25021201,1201,7/09/2025,40,17.94663174,524.41027,47.89420974,731.9070643,0.196097677,0.051514113,0.051189924,0.027500545,-0.047185853,0.00240963,0.362340881,0.231049967,0.840339045,231
177,1068,2502,12,2,25021202,1202,7/09/2025,40,22.16961419,477.8741035,42.40631371,490.2941158,0.240313349,0.040819032,0.083719379,0.020282961,-0.040039531,0.001776126,0.42734441,0.244721165,0.930352521,399
178,1069,2502,12,3,25021203,1203,7/09/2025,40,16.90210046,514.6478377,50.85456132,823.1957105,0.195612631,0.049926847,0.054811418,0.028032147,-0.050653266,0.002378287,0.32889402,0.220722743,0.832586031,84
179,1070,2502,12,4,25021204,1204,7/09/2025,40,17.08271629,369.5073335,50.57965596,760.5937958,0.225421604,0.040950771,0.079181104,0.02314688,-0.041190583,0.00200729,0.388721529,0.237617102,0.931702605,284
180,1071,2502,12,5,25021205,1205,7/09/2025,40,20.93601082,487.4715433,46.36800541,1065.455448,0.27485271,0.052846139,0.116420726,0.031160043,-0.031019231,0.002719586,0.48563623,0.249793682,0.879989793,336
181,1073,2502,13,1,25021301,1301,7/09/2025,40,15.2243967,508.4954463,49.71501139,680.4735295,0.162346841,0.049733395,0.034693438,0.026031541,-0.04950875,0.002581055,0.299749388,0.209899692,0.884963818,172
182,1074,2502,13,2,25021302,1302,7/09/2025,40,22.97873719,538.8980778,42.41148474,536.0512037,0.233310018,0.043095032,0.084795597,0.020788477,-0.0399364,0.001978277,0.422468176,0.243988816,0.976141438,452
183,1075,2502,13,3,25021303,1303,7/09/2025,40,12.94945086,409.6268731,54.28174599,690.8775484,0.152951154,0.043464084,0.028665489,0.023167965,-0.053670749,0.002256766,0.278428612,0.20090612,0.867485691,186
184,1076,2502,13,4,25021304,1304,7/09/2025,40,20.72286036,424.4689143,43.53097973,766.994067,0.264028423,0.045391552,0.112695625,0.024947177,-0.02506994,0.001946376,0.454786036,0.247955697,0.967208633,270
185,1077,2502,13,5,25021305,1305,7/09/2025,40,13.99873275,409.061643,57.07868768,875.5834407,0.18715,0.04399578,0.051211496,0.024086135,-0.040528096,0.00229115,0.33151225,0.221611878,0.899165178,325
186,1079,2502,14,1,25021401,1401,7/09/2025,40,21.95782861,666.0827052,43.94980561,746.3426675,0.18935263,0.056575144,0.052846439,0.029140939,-0.049794565,0.002719211,0.369936334,0.233083443,0.914514336,242
187,1080,2502,14,2,25021402,1402,7/09/2025,40,27.97054766,615.0733829,35.87030268,599.1064588,0.263271396,0.048751866,0.107306024,0.024516343,-0.035320273,0.002667953,0.477460228,0.249491959,0.992199318,386
188,1081,2502,14,3,25021403,1403,7/09/2025,40,21.71535992,668.9196278,45.92253013,783.0693275,0.19971018,0.053160314,0.057922323,0.028006961,-0.045916964,0.002686355,0.364481244,0.231634667,0.886314753,199
189,1082,2502,14,4,25021404,1404,7/09/2025,40,24.68529834,513.1011994,38.85137836,693.0494867,0.28451155,0.049608288,0.122049341,0.028639584,-0.014413841,0.001940687,0.482443049,0.249691753,0.934784194,279
190,1083,2502,14,5,25021405,1405,7/09/2025,40,22.14655925,534.5110406,43.13796795,1009.928103,0.281867865,0.059400989,0.117786703,0.0365406,-0.00612875,0.003064547,0.47933861,0.249573107,0.876528808,182
191,1085,2502,15,1,25021501,1501,7/09/2025,40,20.99484754,705.2035379,46.96750289,615.9864732,0.131009707,0.050862779,0.002903246,0.025806073,-0.071958697,0.001725271,0.277557226,0.200519212,0.863808691,209
192,1086,2502,15,2,25021502,1502,7/09/2025,40,25.3121796,610.0164811,39.3733367,525.3324559,0.202371532,0.048566068,0.059672238,0.024926483,-0.056442675,0.001467012,0.381612304,0.235984353,0.931507099,445
193,1087,2502,15,3,25021503,1503,7/09/2025,40,20.37514083,550.4653701,42.19615254,706.1625161,0.182644392,0.05785767,0.038045578,0.032140436,-0.050743643,0.002262912,0.356495043,0.229406327,0.832400707,188
194,1088,2502,15,4,25021504,1504,7/09/2025,40,23.22916432,562.9902532,40.53048203,604.29656,0.235182779,0.046670674,0.063027251,0.025322981,-0.024276419,0.001599724,0.404015092,0.240786897,0.898297671,197
195,1089,2502,15,5,25021505,1505,7/09/2025,40,19.25684922,508.2307482,44.08312543,685.8497601,0.2259635,0.049289344,0.05355965,0.028190578,-0.008054642,0.002390713,0.371336055,0.233445589,0.858856122,150
196,1091,2502,16,1,25021601,1601,7/09/2025,40,21.48629925,578.1852653,43.90646878,558.9982823,0.157554874,0.049038208,0.027186153,0.025411901,-0.054950159,0.00166172,0.317496973,0.216692645,0.910545693,276
197,1092,2502,16,2,25021602,1602,7/09/2025,40,29.69680072,730.7303638,35.05576771,539.0904064,0.237273057,0.048930824,0.087203072,0.023671884,-0.043254537,0.001338173,0.430832488,0.245215855,0.967119892,360
198,1093,2502,16,3,25021603,1603,7/09/2025,40,26.37535211,709.8949699,34.82425352,764.671163,0.242130878,0.062540905,0.097095296,0.034120193,-0.038161313,0.002294351,0.428197183,0.244844355,0.891683526,134
199,1094,2502,16,4,25021604,1604,7/09/2025,40,26.44348095,665.9860438,37.83590754,609.8787215,0.243479587,0.045922156,0.089099413,0.023278723,-0.044185488,0.001568861,0.42354796,0.244155086,0.983268326,263
200,1095,2502,16,5,25021605,1605,7/09/2025,40,25.99690219,714.8038429,37.71824046,759.6898774,0.261347646,0.053443606,0.104701178,0.028868599,-0.039329452,0.002237075,0.44501394,0.246976533,0.936300509,190
201,1097,2502,17,1,25021701,1701,7/09/2025,40,18.39030504,453.2317422,41.59721148,529.2597126,0.161333112,0.049189333,0.035970544,0.0271405,-0.055833746,0.001724405,0.308537307,0.213342037,0.924741178,192
202,1098,2502,17,2,25021702,1702,7/09/2025,40,24.87270168,559.7411089,35.89195551,492.3182982,0.224598797,0.048221061,0.081015866,0.025298885,-0.047457148,0.001614609,0.411572575,0.242180591,0.954685478,373
203,1099,2502,17,3,25021703,1703,7/09/2025,40,17.87774242,509.4971211,42.84899315,566.0875939,0.168306806,0.049894164,0.042450821,0.027138183,-0.055140599,0.002007715,0.314163404,0.21546476,0.858585306,198
204,1100,2502,17,4,25021704,1704,7/09/2025,40,19.50998057,459.9397002,42.94484077,477.8786896,0.203040498,0.039220991,0.065224319,0.020885885,-0.048433872,0.001667285,0.354655255,0.228874905,0.941292263,325
205,1101,2502,17,5,25021705,1705,7/09/2025,40,17.87976003,523.265032,45.60810049,650.3907181,0.196523903,0.047902319,0.059827311,0.026518884,-0.048243776,0.002376296,0.34215863,0.225086102,0.915261652,273
206,1103,2502,18,1,25021801,1801,7/09/2025,40,21.00512575,599.4514058,39.03411158,564.485861,0.209514555,0.053164989,0.063834786,0.028026746,-0.040626179,0.002174333,0.371842172,0.233575571,0.898452453,170
207,1104,2502,18,2,25021802,1802,7/09/2025,40,21.65772946,524.2573967,39.47603571,394.97627,0.212422483,0.040481289,0.062564249,0.019561076,-0.046752322,0.001618461,0.380122229,0.23562932,0.975100709,418
208,1105,2502,18,3,25021803,1803,7/09/2025,40,21.79819201,628.7039861,41.30347799,591.0086188,0.211824773,0.050140118,0.064370119,0.025901635,-0.047801949,0.002016295,0.375425948,0.234481306,0.862988481,222
209,1106,2502,18,4,25021804,1804,7/09/2025,40,20.09559879,480.7928489,42.25474615,430.5455737,0.226461933,0.037758502,0.078997976,0.019223187,-0.04108872,0.001743772,0.387632698,0.237373589,0.95507072,318
210,1107,2502,18,5,25021805,1805,7/09/2025,40,9.498029057,266.5294195,56.16442728,458.248806,0.126913,0.028413529,0.005189366,0.015958452,-0.063692525,0.001602503,0.197488456,0.158486766,0.823135947,180
211,1109,2502,19,1,25021901,1901,7/09/2025,40,16.70159678,603.8651643,47.63661042,493.1965499,0.144762514,0.040669752,0.010456804,0.019379863,-0.0607738,0.001427695,0.267087217,0.195751636,0.811818745,267
212,1110,2502,19,2,25021902,1902,7/09/2025,40,18.69580518,622.7499486,46.00342905,354.8196151,0.159427218,0.031566596,0.018725384,0.013502286,-0.062760017,0.001223085,0.268186937,0.196262704,0.942892036,357
213,1111,2502,19,3,25021903,1903,7/09/2025,40,14.73918185,463.7921051,49.88833019,493.5768556,0.138605374,0.03556252,0.00467013,0.017344895,-0.071994121,0.001251017,0.246262564,0.185617313,0.794265612,245
214,1112,2502,19,4,25021904,1904,7/09/2025,40,15.57269578,374.340235,47.50654725,494.863044,0.174450723,0.034291908,0.033932864,0.017925015,-0.063457769,0.001347412,0.294781899,0.207885531,0.928279809,337
215,1113,2502,19,5,25021905,1905,7/09/2025,40,10.08759926,284.7822402,56.18159597,435.0084573,0.123383043,0.026484923,-0.002845792,0.014221725,-0.07268961,0.001018855,0.192149575,0.155228116,0.834107934,220
216,1115,2502,20,1,25022001,2001,7/09/2025,40,15.06057619,526.2724014,51.10443549,427.3642327,0.142991617,0.033209331,0.006224948,0.015767794,-0.066255664,0.001123807,0.248077952,0.186535282,0.874922533,364
217,1116,2502,20,2,25022002,2002,7/09/2025,40,19.02615281,575.8802067,43.99060299,505.6250595,0.201286411,0.04000994,0.054214845,0.019840111,-0.053428477,0.001509187,0.323264456,0.218764547,0.985418224,219
218,1117,2502,20,3,25022003,2003,7/09/2025,40,13.99684614,393.9200734,50.29840053,601.8889922,0.170059254,0.038556503,0.035826347,0.021376065,-0.063174639,0.001613202,0.280102501,0.20164509,0.819918344,223
